1041;1
1055;1
1117;3
1163;1
1170;1
1230;1
2247;4
3001;2
3029;1
3063;1
3066;2
3072;4
3078;1
3079;2
3083;2
3099;1
3100;1
3116;1
3745;1
3809;1
3831;1
3851;2
3863;1
3936;1
3947;2
3985;1
4019;1
4038;1
4046;3
4075;1
4081;1
4144;1
4149;1
4159;1
4160;2
4170;1
4222;1
4224;1
4233;1
4260;1
4261;1
4714;1
4715;1
4717;1
4881;1
4888;1
4981;1
5291;1
5301;1
5579;1
5942;1
5943;1
6259;2
6330;1
6332;1
6335;1
11654;1
11661;1
11694;1
11707;1
11748;1
11752;1
11755;1
11787;1
11813;1
11814;1
14841;1
16445;1
17319;1
17476;1
17490;1
17799;2
17906;1
18052;1
18104;1
18112;1
18159;1
18262;1
18308;1
18389;2
18775;1
18895;1
18955;1
19107;1
19118;1
19123;1
19131;2
19132;1
19148;1
19150;2
19160;1
19205;1
19246;1
19253;1
19272;1
19299;1
19303;1
19452;1
19464;1
19517;1
19528;2
19544;1
19554;1
19569;1
19612;1
19642;1
19732;1
19813;1
19928;2
19979;1
22130;1
22147;1
22485;1
22669;1
22774;1
22778;1
22793;1
22850;1
34106;1
34113;1
35618;1
35692;1
35733;1
36590;1
39986;1
40019;1
40036;2
40911;1
41014;1
41017;1
41095;1
41196;1
41270;2
41275;1
41281;2
41302;1
41313;1
41314;2
41315;1
41681;1
43307;2
45192;1
45316;1
47269;1
47413;1
48791;1
49724;2
49988;1
50181;1
50187;1
50263;1
50305;2
50326;1
50426;2
50429;1
50430;2
50451;2
50526;1
50568;1
50573;1
50592;2
50595;1
50608;1
50617;1
50636;1
50640;2
50689;1
50723;2
50723;1
50725;2
50730;1
50750;1
50763;1
50776;1
50797;3
50803;1
50812;1
50826;1
50842;1
50843;1
50860;1
50873;1
51614;1
51933;2
51987;1
52207;1
52269;1
52270;1
52316;1
52449;1
52482;1
52493;1
52514;1
52534;1
52539;1
52542;1
52692;1
52829;1
52865;2
52902;3
52931;1
53334;1
55102;1
55563;1
55618;2
55646;1
56113;2
56535;1
56736;1
56789;2
56863;1
57023;1
57476;1
57507;1
59473;1
60059;1
60193;1
61111;1
61171;1
61237;1
61393;1
61395;1
61483;1
61507;1
61527;1
61536;1
61551;1
61623;1
61636;1
61639;2
61648;1
61655;2
61682;3
61684;2
61686;1
61703;1
61718;1
61719;4
61720;1
61736;3
61768;1
61948;1
61957;1
61969;1
61982;2
61984;1
61991;1
61992;2
62002;1
62021;1
62025;1
63448;1
63573;2
63888;2
63938;1
63939;1
63943;1
64319;1
64793;1
65093;1
65384;1
65393;1
65465;1
65466;1
65534;2
65578;1
65882;2
66035;1
67388;1
68522;1
69046;1
69258;1
69259;1
69518;1
69530;1
69746;1
69883;1
69986;1
70212;2
70213;1
70222;1
70312;1
70320;1
70534;1
70655;1
70779;3
71190;1
71245;1
71346;1
71385;1
71389;2
71412;1
71451;1
71458;1
71459;1
71474;1
71492;3
72824;1
73421;1
73423;2
74740;1
77323;1
78848;1
80867;2
82809;1
85075;1
85312;2
85506;1
85509;1
85617;1
85618;1
85704;1
85717;1
85760;1
85771;1
91300;1
92086;1
101817;1
102736;2
102739;1
102741;1
102853;1
102856;1
103566;2
104421;1
104553;1
105283;2
111446;1
120155;1
120157;1
120201;1
120481;1
120794;1
120858;1
120860;1
120862;1
120864;1
121212;1
121214;1
121218;1
151505;1
563419;2
565266;8
565509;1
566269;2
703582;1
709524;1
709570;1
709571;1
709763;1
709991;1
710096;2
710239;1
710517;1
710560;1
710727;1
710949;3
711279;3
711280;3
711305;2
711560;1
713015;1
713016;1
713300;2
713301;3
713303;1
994085;3
994331;1
996430;1
1001002;1
3137004;4
3137505;1
3466504;1
3955404;1
4105905;1
4252104;1
4265304;1
4281904;1
4282104;3
4366205;4
4568704;1
4657704;2
4677104;1
10021651;1
10023280;1
10038154;1
10054260;1
10059180;1
10075012;1
10075722;2
10075753;2
20005290;1
20005917;2
20005924;6
20006167;1
20006174;1
20008338;1
20012908;1
20013035;1
20018061;1
20023980;1
20025823;1
20026028;1
20026097;1
20028091;3
20028381;1
20029029;1
20031220;2
20032043;1
20034696;1
20040086;2
20040222;1
20040376;2
20040635;2
20040963;1
20041489;1
20042455;2
20043018;1
20049607;1
20050900;1
20051280;1
20054199;1
20057459;1
20058562;1
20058579;1
20060756;1
20064518;1
20067250;1
20072377;2
20072407;1
20073343;1
20074388;1
20075361;1
20076061;1
20076082;3
20076153;1
20076184;2
20076221;2
20076252;1
20076269;1
20076399;1
20076405;1
20076436;1
20076467;3
20076511;2
20076535;2
20076658;1
20080404;1
30018631;1
30022485;1
30022591;1
30022942;1
30022973;1
30026926;3
30026995;1
30027510;1
30036659;1
30039674;1
30043213;1
30047105;2
30047112;1
30047174;1
30049154;1
30051195;1
30056633;1
30071793;2
30075979;2
30075993;1
30076013;1
30076204;2
35491775;1
36836826;2
40005904;4
40005942;2
40008103;1
40008128;1
40008196;1
40014340;1
40021393;1
40024967;1
40025629;1
40027715;1
40042237;1
40042244;1
40043098;1
40043142;1
40052830;1
40055961;1
40056104;1
40057767;1
40072937;1
40074023;1
40074979;1
40074993;1
40075600;2
40076317;1
40076553;1
40078300;1
40644842;1
50014415;1
50017645;1
50025107;1
50025114;1
50025756;1
50056897;1
50057283;1
50057290;1
50072545;1
50073535;1
50074211;1
50074228;1
50074280;1
50074358;1
50075317;1
70076042;1
90014900;1
150073756;2
150073923;1
160057135;3
160076327;2
190024992;1
190039002;1
190042262;1
190052728;1
154147000100;1
154536000101;1
154556000193;1
2806050300002;1
2806093300002;1
2906013100001;1
2906014000008;1
2906054000015;1
2906059900033;2
3006010900148;1
3006013300082;1
3006050300044;1
3006050300098;1
3006051200013;1
3006052400011;1
3006059900263;1
3006090300009;1
3006092700178;1
3006092700199;2
3006092700251;1
3006092700282;1
3006094100173;1
3006097700080;1
3006099900301;1
3006099900422;1
3009013100001;1
3009013100011;1
3009054200146;1
3009059900221;1
3009092700099;1
3009092800058;1
3009093600032;1
3009094100063;1
3009094200202;1
3009094200227;1
3019013300004;1
3510054100005;1
5606999900011;2
29919180600000;2
30006720900060;1
30012341600045;2
30012720600060;1
30034050601545;1
30034080601545;1
30052960600845;1
30057440600045;1
30095580601645;1
30100880600045;3
30103390901545;3
30109930600045;1
30120930905370;2
30122910601645;1
30134050600045;1
30141760600045;1
30141790600145;1
30141880600045;1
30141880900045;1
30146070600040;1
30147700600050;1
30150040601545;1
30150530600060;2
30151630601650;1
30152210901545;1
30156450600045;2
30163210600140;1
30163350600145;2
30163690600045;1
30165970603945;2
30166000600845;1
30169360600045;1
30170110605345;1
30170670900030;1
30171521900000;1
30175830901545;1
30178990603945;2
30179250900045;1
30179250901545;1
30180820610340;1
30189470901540;1
30190370601645;1
30192250601545;1
30194190600045;1
30198520600045;1
30200540905040;1
30200540905340;1
30201990600040;1
30203850604045;1
30203850605145;1
30203920603945;2
30204660601660;2
30205540601545;1
30205551601545;1
30205760601550;1
30205840601545;1
30206060601645;1
30206330601545;1
30206850600035;1
30206870600060;1
30207090600045;2
30207231601640;1
30207270600040;1
30208000600045;1
30208060200045;1
30208670601545;1
30208840905040;1
30209170901040;1
30209170905040;1
30209270601545;4
30209280601545;2
30209930601645;1
30210050601645;1
30211470610340;1
40000500600000;5
01BRAG140;2
01BRAG185;1
01VENEZ60;1
03BRAG209;1
03BRAG211;2
03BRFO253;1
07ARF0105;1
09ARFO56;1
09ARFO67;1
09ARFO82;1
09ARFO83;1
09BRFO105;1
09BRFO112;1
09BRFO44;1
09BRFO78;1
09CRFO56;1
12ARF022;1
12ARFO83;1
12BRFO80;1
17BRF0180;1
17PUAG06;1
25ANF0110;2
25ANF092;1
35ANF0157;1
35ANFO143;1
35ANFO309;1
35ANFO310;1
35ANFO311;1
35ANFO312;1
35ANFO313;1
35ANFO320;2
35ANFO324;3
35ANFO331;1
35ANFO334;1
35ANFO335;1
35ANFO337;2
35ANFO338;1
35ARFO127;1
35ARFO88;1
35BRFO73;1
42ARFO138;1
42BRF070;1
42BRFO160;1
42CRF0224;1
42CRFO253;1
42CRFO274;1
42CRFO279;1
43CRFO165;1
43CRFO182;1
52815CL;1
54ANF030;1
54ANF044;1
54ANF045;1
54ANFO77;2
54CRFO06;1
54CRFO34;1
60BRAG108;2
60BRAG109;1
60BRAG113;3
AN014467;2
AN02050152;1
AN03030017;1
AN03050096;1
AN03050231;1
AN03050262;2
AN03050273;1
